word,label,bound,flag,radical,pinyin
会,O,E,n,人,huì
常,O,B,n,巾,cháng
务,O,M,n,力,wù
委,O,M,n,女,wěi
员,O,E,n,口,yuán
",",O,S,x,UNK,UNK
中,O,B,ns,丨,zhōng
国,O,E,ns,囗,guó
税,O,B,n,禾,shuì
务,O,E,n,力,wù
学,O,B,n,子,xué
会,O,E,n,人,huì
理,O,B,n,王,lǐ
事,O,E,n,亅,shì
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
朱,B-Per,B,nr,木,zhū
旭,E-Per,E,nr,日,xù
女,B-Gdr,B,n,女,nǚ
士,E-Gdr,E,n,士,shì
为,O,S,p,丶,wéi
英,O,B,ns,艹,yīng
国,O,E,ns,囗,guó
志,O,S,n,心,zhì
奋,O,B,v,大,fèn
领,O,E,v,页,lǐng
(,O,S,x,UNK,UNK
C,O,B,eng,UNK,UNK
H,O,M,eng,UNK,UNK
E,O,M,eng,UNK,UNK
V,O,M,eng,UNK,UNK
E,O,M,eng,UNK,UNK
N,O,M,eng,UNK,UNK
I,O,M,eng,UNK,UNK
N,O,M,eng,UNK,UNK
G,O,E,eng,UNK,UNK
),O,S,x,UNK,UNK
学,O,B,n,子,xué
者,O,E,n,耂,zhě
",",O,S,x,UNK,UNK
注,O,B,v,氵,zhù
册,O,E,v,丿,cè
税,O,B,n,禾,shuì
务,O,M,n,力,wù
师,O,E,n,巾,shī
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
毕,O,B,n,比,bì
业,O,E,n,一,yè
于,O,S,p,二,yú
湖,B-Sch,B,ns,氵,hú
南,I-Sch,E,ns,十,nán
财,I-Sch,B,nt,贝,cái
经,I-Sch,M,nt,纟,jīng
学,I-Sch,M,nt,子,xué
院,E-Sch,E,nt,阝,yuàn
(,O,S,x,UNK,UNK
现,O,S,tg,见,xiàn
湖,B-Sch,B,nt,氵,hú
南,I-Sch,M,nt,十,nán
大,I-Sch,M,nt,大,dà
学,E-Sch,E,nt,子,xué
),O,S,x,UNK,UNK
",",O,S,x,UNK,UNK
获,O,S,v,艹,huò
经,B-Maj,B,n,纟,jīng
济,I-Maj,M,n,氵,jì
学,E-Maj,E,n,子,xué
学,O,B,n,子,xué
士,O,M,n,士,shì
学,O,M,n,子,xué
位,O,E,n,亻,wèi
;,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
毕,O,B,n,比,bì
业,O,E,n,一,yè
于,O,S,p,二,yú
中,B-Sch,B,nt,丨,zhōng
南,I-Sch,M,nt,十,nán
财,I-Sch,M,nt,贝,cái
经,I-Sch,M,nt,纟,jīng
政,I-Sch,M,nt,攵,zhèng
法,I-Sch,M,nt,氵,fǎ
大,I-Sch,M,nt,大,dà
学,E-Sch,E,nt,子,xué
",",O,S,x,UNK,UNK
获,O,S,v,艹,huò
管,B-Maj,B,n,竹,guǎn
理,I-Maj,M,n,王,lǐ
学,E-Maj,E,n,子,xué
硕,O,B,n,石,shuò
士,O,M,n,士,shì
学,O,M,n,子,xué
位,O,E,n,亻,wèi
;,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
获,O,S,v,艹,huò
伦,B-Sch,B,nt,亻,lún
敦,I-Sch,M,nt,攵,dūn
大,I-Sch,M,nt,大,dà
学,I-Sch,E,nt,子,xué
学,I-Sch,B,n,子,xué
院,E-Sch,E,n,阝,yuàn
公,B-Maj,B,n,八,gōng
共,I-Maj,M,n,八,gòng
政,I-Maj,M,n,攵,zhèng
策,E-Maj,E,n,竹,cè
硕,O,B,n,石,shuò
士,O,M,n,士,shì
学,O,M,n,子,xué
位,O,E,n,亻,wèi
;,O,S,x,UNK,UNK
朱,O,S,nr,木,zhū
女,B-Gdr,B,n,女,nǚ
士,E-Gdr,E,n,士,shì
于,O,S,p,二,yú
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
加,O,B,v,力,jiā
入,O,E,v,入,rù
万,O,B,nz,一,wàn
科,O,E,nz,禾,kē
",",O,S,x,UNK,UNK
加,O,B,v,力,jiā
入,O,E,v,入,rù
万,O,B,nz,一,wàn
科,O,E,nz,禾,kē
之,O,B,f,丶,zhī
前,O,E,f,刂,qián
",",O,S,x,UNK,UNK
曾,O,S,d,曰,zēng
任,O,B,v,亻,rèn
职,O,E,v,耳,zhí
于,O,S,p,二,yú
深,B-Com,B,ns,氵,shēn
圳,I-Com,M,ns,土,zhèn
市,I-Com,E,ns,巾,shì
国,I-Com,B,nt,囗,guó
家,I-Com,M,nt,宀,jiā
税,I-Com,M,nt,禾,shuì
务,I-Com,M,nt,力,wù
局,E-Com,E,nt,尸,jú
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
国,B-Com,B,n,囗,guó
民,I-Com,E,n,乛,mín
技,I-Com,B,n,扌,jì
术,I-Com,E,n,木,shù
股,I-Com,B,n,月,gǔ
份,I-Com,E,n,亻,fèn
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
(,O,S,x,UNK,UNK
深,O,B,j,氵,shēn
交,O,M,j,亠,jiāo
所,O,E,j,户,suǒ
上,O,B,nt,一,shàng
市,O,M,nt,巾,shì
公,O,M,nt,八,gōng
司,O,E,nt,口,sī
",",O,S,x,UNK,UNK
股,O,B,n,月,gǔ
份,O,E,n,亻,fèn
代,O,B,n,亻,dài
码,O,E,n,石,mǎ
:,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
),O,S,x,UNK,UNK
",",O,S,x,UNK,UNK
深,B-Com,B,ns,氵,shēn
圳,I-Com,E,ns,土,zhèn
广,I-Com,B,ns,广,guǎng
田,I-Com,E,ns,田,tián
装,I-Com,B,n,衣,zhuāng
饰,I-Com,E,n,饣,shì
集,I-Com,B,nz,隹,jí
团,I-Com,M,nz,囗,tuán
股,I-Com,M,nz,月,gǔ
份,I-Com,E,nz,亻,fèn
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
(,O,S,x,UNK,UNK
深,O,B,j,氵,shēn
交,O,M,j,亠,jiāo
所,O,E,j,户,suǒ
上,O,B,nt,一,shàng
市,O,M,nt,巾,shì
公,O,M,nt,八,gōng
司,O,E,nt,口,sī
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
股,O,B,n,月,gǔ
份,O,E,n,亻,fèn
代,O,B,n,亻,dài
码,O,E,n,石,mǎ
:,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
),O,S,x,UNK,UNK
。,O,S,x,UNK,UNK
多,O,B,m,夕,duō
次,O,E,m,欠,cì
荣,O,B,nr,艹,róng
获,O,E,nr,艹,huò
新,O,S,a,斤,xīn
财,O,B,n,贝,cái
富,O,E,n,宀,fù
金,O,B,n,金,jīn
牌,O,E,n,片,pái
董,O,B,nr,艹,dǒng
秘,O,E,nr,禾,mì
",",O,S,x,UNK,UNK
百,O,B,nz,白,bǎi
佳,O,E,nz,亻,jiā
董,O,B,nr,艹,dǒng
秘,O,E,nr,禾,mì
称,O,B,n,禾,chēng
号,O,E,n,口,hào
。,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
